N,종목명,현재가,전일비,등락률,액면가,전일거래량,PER,PBR,PBR_weighted
1679.0,삼성 나스닥 100 ETN(H),13185.0,하락  65,-0.49%,0.0,32.0,,,
1680.0,HANARO Fn K-게임,4115.0,하락  30,-0.72%,0.0,2026.0,,,
1681.0,KODEX TDF2030액티브,11905.0,상승  70,+0.59%,0.0,5767.0,,,
1682.0,미래에셋 인도네시아 Top5 ETN,13090.0,하락  10,-0.08%,0.0,39.0,,,
1683.0,메리츠 인버스 국채30년 ETN,13020.0,상승  10,+0.08%,0.0,4.0,,,
1684.0,메리츠 블룸버그 인버스 2X WTI선물 ETN(H),12995.0,상승  390,+3.09%,0.0,860.0,,,
1685.0,QV iSelect-WG 그린에너지 ESG ETN,12995.0,보합0,0.00%,0.0,0.0,,,
1686.0,LX홀딩스1우,8840.0,보합0,0.00%,1000.0,1183.0,7.92,0.4,0.48
1687.0,한투 S&P 인버스 2X 엔달러 선물 ETN(H),12925.0,보합0,0.00%,0.0,0.0,,,
1688.0,메리츠 블룸버그 레버리지 WTI선물 ETN(H),12925.0,하락  405,-3.04%,0.0,18112.0,,,
1689.0,한투 구리 선물 ETN,12910.0,하락  135,-1.03%,0.0,400.0,,,
1690.0,삼성 S&P500 ETN,12885.0,하락  20,-0.15%,0.0,106.0,,,
1691.0,KB S&P 레버리지 WTI원유 선물 ETN(H),12880.0,하락  400,-3.01%,0.0,156198.0,,,
1692.0,신한 달러인덱스 선물 ETN(H),12825.0,보합0,0.00%,0.0,0.0,,,
1693.0,한투 인버스 2X 유로스탁스50 ETN(H) B,12790.0,하락  215,-1.65%,0.0,2608.0,,,
1694.0,미래에셋 S&P 유럽탄소배출권 선물 ETN,12725.0,상승  170,+1.35%,0.0,0.0,,,
1695.0,HANARO 200 TOP10,8205.0,하락  50,-0.61%,0.0,225.0,,,
1696.0,메리츠 금 선물 ETN(H),12645.0,상승  50,+0.40%,0.0,1.0,,,
1697.0,삼성 금 선물 ETN(H),12610.0,상승  30,+0.24%,0.0,22.0,,,
1698.0,한투 인버스 플래티넘 선물 ETN,12565.0,상승  160,+1.29%,0.0,7.0,,,
1699.0,HANARO KOFR금리액티브(합성),104505.0,상승  25,+0.02%,0.0,214.0,,,
1700.0,ACE 미국IT인터넷S&P(합성 H),15625.0,하락  300,-1.88%,0.0,231.0,,,
1701.0,ARIRANG 애플채권혼합,11325.0,상승  80,+0.71%,0.0,109375.0,,,
1702.0,신한 USD K200 선물 바이셀 ETN,6220.0,보합0,0.00%,0.0,0.0,,,
1703.0,KODEX 200가치저변동,11305.0,상승  50,+0.44%,0.0,1538.0,,,
1704.0,KOSEF 고배당,10325.0,상승  95,+0.93%,0.0,2419.0,,,
1705.0,JW중외제약2우B,58800.0,상승  500,+0.86%,2500.0,0.0,35.23,5.26,6.311999999999999
1706.0,QV S&P500 버퍼10% 6월 ETN(H),12335.0,보합0,0.00%,0.0,0.0,,,
1707.0,메리츠 은 선물 ETN(H),12325.0,하락  140,-1.12%,0.0,105.0,,,
1708.0,삼성 은 선물 ETN(H),12290.0,하락  370,-2.92%,0.0,8.0,,,
1709.0,QV S&P500 버퍼10% 12월 ETN(H),12245.0,보합0,0.00%,0.0,0.0,,,
1710.0,KODEX 미국S&P500통신서비스,12885.0,상승  65,+0.51%,0.0,533.0,,,
1711.0,TIGER 일본TOPIX(합성 H),23525.0,상승  435,+1.88%,0.0,872.0,,,
1712.0,ACE 미국주식베스트셀러,12230.0,하락  165,-1.33%,0.0,89043.0,,,
1713.0,KODEX 미국서학개미,12185.0,하락  5,-0.04%,0.0,3409.0,,,
1714.0,삼성 인버스 2X 코스피200 선물 ETN,12155.0,상승  20,+0.16%,0.0,64941.0,,,
1715.0,한투 블룸버그 인도네시아 대표원자재 ETN,12145.0,하락  265,-2.14%,0.0,123.0,,,
1716.0,SOL KRX300,17350.0,하락  25,-0.14%,0.0,1.0,,,
1717.0,미래에셋 천연가스 선물 ETN(H),2020.0,하락  80,-3.81%,0.0,102152.0,,,
1718.0,삼성 인버스 항셍테크 ETN(H),12110.0,하락  65,-0.53%,0.0,54977.0,,,
1719.0,TIGER 코리아테크액티브,10790.0,하락  35,-0.32%,0.0,654.0,,,
1720.0,SOL 자동차TOP3플러스,11495.0,하락  105,-0.91%,0.0,11460.0,,,
1721.0,신한 인버스 2X 코스피 200 선물 ETN,12065.0,하락  5,-0.04%,0.0,861.0,,,
1722.0,ACE 미국다우존스리츠(합성 H),75270.0,"상승  1,215",+1.64%,0.0,8.0,,,
1723.0,파워 코스피100,27235.0,상승  40,+0.15%,0.0,127.0,,,
1724.0,FOCUS AI코리아액티브,12585.0,하락  20,-0.16%,0.0,170.0,,,
1725.0,KB 인버스 2X 항셍테크 선물 ETN,11920.0,상승  40,+0.34%,0.0,27631.0,,,
1726.0,QV S&P500 버퍼10% 3월 ETN(H),11910.0,보합0,0.00%,0.0,0.0,,,
1727.0,신한 레버리지 Russell 2000 ETN,11885.0,상승  375,+3.26%,0.0,7724.0,,,
1728.0,KODEX TDF2040액티브,12510.0,상승  65,+0.52%,0.0,2959.0,,,
1729.0,대신 인버스 2X 철광석 선물 ETN(H),11865.0,상승  5,+0.04%,0.0,15332.0,,,
1730.0,KB 인버스 2X 콩 선물 ETN,23720.0,상승  135,+0.57%,0.0,15.0,,,
1731.0,HANARO Fn K-푸드,10750.0,하락  10,-0.09%,0.0,41005.0,,,
1732.0,TIGER LG그룹+펀더멘털,7480.0,하락  20,-0.27%,0.0,8230.0,,,
1733.0,에셋플러스 차이나일등기업포커스10액티브,11290.0,상승  45,+0.40%,0.0,2960.0,,,
1734.0,KB 레버리지 항셍테크 선물 ETN(H) B,11740.0,보합0,0.00%,0.0,6550.0,,,
1735.0,HANARO CD금리액티브(합성),101990.0,상승  5,0.00%,0.0,813.0,,,
1736.0,HANARO 글로벌생성형AI액티브,14600.0,하락  220,-1.48%,0.0,23484.0,,,
1737.0,ITF 200,35920.0,하락  35,-0.10%,0.0,42.0,,,
1738.0,메리츠 S&P 유럽탄소배출권 선물 ETN(H),11605.0,상승  175,+1.53%,0.0,0.0,,,
1739.0,SOL 24-06 국고채액티브,105350.0,상승  30,+0.03%,0.0,2.0,,,
1740.0,KBSTAR TDF2050액티브,12170.0,하락  15,-0.12%,0.0,4204.0,,,
1741.0,유유제약1우,5100.0,하락  40,-0.78%,1000.0,4809.0,-47.66,0.82,0.9839999999999999
1742.0,SOL 미국AI소프트웨어,9605.0,하락  320,-3.22%,0.0,144728.0,,,
1743.0,신한 인버스 금 선물 ETN(H),5750.0,하락  40,-0.69%,0.0,17464.0,,,
1744.0,QV 인버스 레버리지 WTI원유 선물 ETN(H),76.0,상승  2,+2.70%,0.0,1166073.0,,,
1745.0,KOSEF 의료AI,12000.0,"상승  2,280",+23.46%,0.0,120814.0,,,
1746.0,한투 S&P 유럽탄소배출권 선물 ETN(H),11395.0,보합0,0.00%,0.0,0.0,,,
1747.0,KODEX 일본부동산리츠(H),11350.0,상승  120,+1.07%,0.0,21378.0,,,
1748.0,TIGER AI코리아그로스액티브,12595.0,하락  5,-0.04%,0.0,1554.0,,,
1749.0,QV 인버스 미국 IT TOP5 ETN(H),5655.0,상승  95,+1.71%,0.0,177.0,,,
1750.0,KBSTAR 중국MSCI China(H),7800.0,하락  5,-0.06%,0.0,684.0,,,
1751.0,메리츠 레버리지 국채5년 ETN,11270.0,보합0,0.00%,0.0,0.0,,,
1752.0,한투 인버스 2X 일본 엔선물 ETN,11250.0,하락  55,-0.49%,0.0,28.0,,,
1753.0,KOSEF 물가채KIS,112385.0,상승  40,+0.04%,0.0,595.0,,,
1754.0,KB 레버리지 은 선물 ETN(H),22460.0,하락  575,-2.50%,0.0,4295.0,,,
1755.0,KODEX 운송,4675.0,상승  90,+1.96%,0.0,9176.0,,,
1756.0,메리츠 인버스 2X 국채10년 ETN,11215.0,보합0,0.00%,0.0,16.0,,,
1757.0,미래에셋 인도네시아 금속&에너지 Top5 ETN,11190.0,하락  210,-1.84%,0.0,94.0,,,
1758.0,SOL 유럽탄소배출권선물S&P(H),11180.0,상승  195,+1.78%,0.0,9455.0,,,
1759.0,넥센우,3100.0,하락  5,-0.16%,500.0,724.0,2.25,0.14,0.168
1760.0,ARIRANG 코스피50,24790.0,상승  50,+0.20%,0.0,570.0,,,
1761.0,메리츠 구리 선물 ETN(H),11040.0,하락  155,-1.38%,0.0,113.0,,,
1762.0,메리츠 인버스 국채10년 ETN,11010.0,보합0,0.00%,0.0,255.0,,,
1763.0,KODEX 코스닥글로벌,11000.0,상승  85,+0.78%,0.0,59.0,,,
1764.0,대신 3X 레버리지 국채30년 ETN,54960.0,상승  885,+1.64%,0.0,31.0,,,
1765.0,삼양사우,29700.0,하락  50,-0.17%,5000.0,296.0,2.69,0.19,0.22799999999999998
1766.0,ACE 미국달러단기채권액티브,10985.0,상승  35,+0.32%,0.0,26533.0,,,
1767.0,메리츠 KAP 인버스 2X 일본 엔화 ETN,21935.0,하락  250,-1.13%,0.0,29.0,,,
1768.0,삼성 구리 선물 ETN(H),10965.0,하락  95,-0.86%,0.0,0.0,,,
1769.0,메리츠 국채5년 ETN,10955.0,보합0,0.00%,0.0,0.0,,,
1770.0,메리츠 레버리지 국채3년 ETN,10905.0,보합0,0.00%,0.0,0.0,,,
1771.0,SOL 의료기기소부장Fn,9070.0,상승  55,+0.61%,0.0,21126.0,,,
1772.0,신한 인버스 2X 구리 선물 ETN,2175.0,상승  35,+1.64%,0.0,21862.0,,,
1773.0,메리츠 KAP 레버리지 중국 위안화 ETN,21735.0,보합0,0.00%,0.0,26.0,,,
1774.0,신한 코스피 200 TR ETN,10860.0,하락  95,-0.87%,0.0,2.0,,,
1775.0,TIGER 한중반도체(합성),12750.0,하락  20,-0.16%,0.0,108.0,,,
1776.0,한투 인버스 금 선물 ETN,10780.0,하락  25,-0.23%,0.0,85.0,,,
1777.0,메리츠 국채3년 ETN,10765.0,보합0,0.00%,0.0,15.0,,,
1778.0,하나 인버스 2X 콩 선물 ETN(H),10750.0,하락  45,-0.42%,0.0,834.0,,,
1779.0,삼성 코스피 200 TR ETN,10720.0,하락  20,-0.19%,0.0,12040.0,,,
1780.0,한투 블룸버그 WTI원유 선물 ETN,10710.0,하락  115,-1.06%,0.0,3.0,,,
1781.0,에셋플러스 글로벌대장장이액티브,14865.0,상승  65,+0.44%,0.0,693.0,,,
1782.0,삼성 블룸버그 WTI원유 선물 ETN,10695.0,하락  45,-0.42%,0.0,2.0,,,
1783.0,KOSEF 미국S&P500(H),13340.0,하락  25,-0.19%,0.0,4480.0,,,
1784.0,신한 S&P 인버스 2X 유로 선물 ETN(H),10635.0,보합0,0.00%,0.0,9.0,,,
1785.0,메리츠 KAP 중국 위안화 ETN,10630.0,상승  45,+0.43%,0.0,0.0,,,
1786.0,KODEX 미국S&P500필수소비재,11170.0,상승  155,+1.41%,0.0,2017.0,,,
1787.0,삼성 인버스 코스피 200 선물 ETN,10610.0,하락  5,-0.05%,0.0,15194.0,,,
1788.0,신한 S&P 인버스 유로 선물 ETN(H),10590.0,하락  20,-0.19%,0.0,4.0,,,
1789.0,KBSTAR 글로벌비만산업TOP2+,10580.0,상승  55,+0.52%,0.0,10790.0,,,
1790.0,메리츠 3X 레버리지 국채3년 ETN,21070.0,보합0,0.00%,0.0,0.0,,,
1791.0,WOORI 한국부동산TOP3플러스,10510.0,상승  10,+0.10%,0.0,423.0,,,
1792.0,FOCUS KRX300,17490.0,하락  15,-0.09%,0.0,20.0,,,
1793.0,KODEX 미국S&P500경기소비재,13085.0,상승  195,+1.51%,0.0,212.0,,,
1794.0,신한 S&P 유로 선물 ETN(H),10365.0,보합0,0.00%,0.0,0.0,,,
1795.0,ARIRANG 글로벌수소&차세대연료전지MV,4930.0,상승  45,+0.92%,0.0,173353.0,,,
1796.0,한투 인버스 2X 은 선물 ETN,10345.0,상승  220,+2.17%,0.0,5898.0,,,
1797.0,메리츠 3X 레버리지 국채5년 ETN,20680.0,보합0,0.00%,0.0,0.0,,,
1798.0,대신 인버스 국채10년 ETN,10340.0,보합0,0.00%,0.0,0.0,,,
1799.0,신한 코스닥 150 TR ETN,10315.0,상승  70,+0.68%,0.0,4.0,,,
1800.0,KODEX 기계장비,6845.0,상승  35,+0.51%,0.0,17335.0,,,
1801.0,대신 국채10년 ETN,10260.0,보합0,0.00%,0.0,0.0,,,
1802.0,TIMEFOLIO K컬처액티브,10250.0,상승  30,+0.29%,0.0,6252.0,,,
1803.0,TIGER 은행,8360.0,상승  135,+1.64%,0.0,5226.0,,,
1804.0,신한 인버스 Russell 2000 ETN,10195.0,하락  125,-1.21%,0.0,1117.0,,,
1805.0,신한 S&P 레버리지 유로 선물 ETN(H),10155.0,보합0,0.00%,0.0,0.0,,,
1806.0,삼성 인버스 China A50 선물 ETN(H),10150.0,상승  5,+0.05%,0.0,141.0,,,
1807.0,대신 인버스 3X 국채10년 ETN,20295.0,보합0,0.00%,0.0,7.0,,,
1808.0,메리츠 미국채10년 ETN,10145.0,상승  85,+0.84%,0.0,275.0,,,
1809.0,KBSTAR 미국빅데이터Top3채권혼합iSelect,12680.0,상승  190,+1.52%,0.0,3840.0,,,
1810.0,메리츠 미국채30년 ETN,10135.0,상승  160,+1.60%,0.0,100.0,,,
1811.0,한투 플래티넘 선물 ETN,10130.0,하락  20,-0.20%,0.0,18.0,,,
1812.0,KBSTAR 200고배당커버드콜ATM,7775.0,상승  45,+0.58%,0.0,9849.0,,,
1813.0,메리츠 인버스 3X 미국채10년 ETN,50485.0,하락  275,-0.54%,0.0,36.0,,,
1814.0,메리츠 3X 레버리지 미국채10년 ETN,50435.0,상승  820,+1.65%,0.0,256.0,,,
1815.0,메리츠 대표 농산물 선물 ETN(H),10085.0,하락  30,-0.30%,0.0,30.0,,,
1816.0,QV S&P500 VIX S/T 선물 ETN D,5040.0,하락  50,-0.98%,0.0,1425.0,,,
1817.0,메리츠 인버스 3X 국채5년 ETN,20140.0,보합0,0.00%,0.0,0.0,,,
1818.0,삼성 S&P500 VIX S/T 선물 ETN,5030.0,하락  40,-0.79%,0.0,121477.0,,,
1819.0,메리츠 인버스 3X 미국채30년 ETN,50210.0,하락  730,-1.43%,0.0,93.0,,,
1820.0,TREX 펀더멘탈 200,40125.0,상승  80,+0.20%,0.0,13.0,,,
1821.0,메리츠 인버스 국채5년 ETN,10025.0,보합0,0.00%,0.0,0.0,,,
1822.0,KBSTAR 글로벌클린에너지S&P,7705.0,상승  160,+2.12%,0.0,8031.0,,,
1823.0,KBSTAR 글로벌수소경제Indxx,8340.0,상승  280,+3.47%,0.0,49060.0,,,
1824.0,메리츠 인버스 3X 국채3년 ETN,19985.0,보합0,0.00%,0.0,0.0,,,
1825.0,한투 인버스 은 선물 ETN,9980.0,상승  185,+1.89%,0.0,208.0,,,
1826.0,TIGER 코스닥글로벌,11085.0,하락  95,-0.85%,0.0,87.0,,,
1827.0,신한 인버스 구리 선물 ETN(H),4970.0,상승  35,+0.71%,0.0,5373.0,,,
1828.0,메리츠 3X 레버리지 국채10년 ETN,19860.0,상승  5,+0.03%,0.0,1352.0,,,
1829.0,KBSTAR 미국30년국채액티브,9920.0,상승  110,+1.12%,0.0,283886.0,,,
1830.0,KODEX 미국클린에너지나스닥,7065.0,상승  265,+3.90%,0.0,31650.0,,,
1831.0,코오롱글로벌우,13330.0,상승  310,+2.38%,5000.0,15477.0,-7.24,0.49,0.588
1832.0,메리츠 인버스 2X 국채3년 ETN,9870.0,보합0,0.00%,0.0,0.0,,,
1833.0,KODEX 필수소비재,7040.0,상승  40,+0.57%,0.0,13780.0,,,
1834.0,한투 인버스 베트남 VN30 선물 ETN(H),9840.0,하락  100,-1.01%,0.0,186.0,,,
1835.0,메리츠 인버스 3X 국채10년 ETN,19665.0,보합0,0.00%,0.0,0.0,,,
1836.0,KOSEF 블루칩,8180.0,상승  20,+0.25%,0.0,60.0,,,
1837.0,JW중외제약우,28700.0,상승  200,+0.70%,2500.0,94.0,17.2,2.57,3.0839999999999996
1838.0,대신 3X 레버리지 국채10년 ETN,19585.0,상승  105,+0.54%,0.0,4.0,,,
1839.0,메리츠 KAP 일본 엔화 ETN,9785.0,상승  45,+0.46%,0.0,964.0,,,
1840.0,TIGER 미국나스닥넥스트100,12200.0,상승  55,+0.45%,0.0,203.0,,,
1841.0,SOL 국고채30년액티브,48670.0,상승  130,+0.27%,0.0,4.0,,,
1842.0,KB 레버리지 구리 선물 ETN(H),19350.0,하락  220,-1.12%,0.0,3437.0,,,
1843.0,ACE 레버리지,7440.0,하락  20,-0.27%,0.0,15680.0,,,
1844.0,KBSTAR 국채30년레버리지KAP(합성),19285.0,하락  85,-0.44%,0.0,5652.0,,,
1845.0,한투 베트남 VN30 선물 ETN(H),9620.0,하락  50,-0.52%,0.0,3.0,,,
1846.0,KBSTAR KRX300,17425.0,하락  75,-0.43%,0.0,110.0,,,
1847.0,TIGER 200 철강소재,8235.0,상승  55,+0.67%,0.0,256.0,,,
1848.0,히어로즈 미국성장기업30액티브,12730.0,하락  10,-0.08%,0.0,3013.0,,,
1849.0,삼성 인버스 2X 구리 선물 ETN(H),1908.0,상승  24,+1.27%,0.0,250845.0,,,
1850.0,메리츠 인버스 2X 국채5년 ETN,9500.0,상승  5,+0.05%,0.0,0.0,,,
1851.0,TIGER 유로스탁스레버리지(합성 H),11875.0,상승  160,+1.37%,0.0,994.0,,,
1852.0,KB 인버스 2X 밀 선물 ETN,18920.0,하락  70,-0.37%,0.0,2321.0,,,
1853.0,QV US 500 ETN(H),13480.0,보합0,0.00%,0.0,0.0,,,
1854.0,한투 일본 엔선물 ETN C,9380.0,상승  40,+0.43%,0.0,2904.0,,,
1855.0,메리츠 인버스 구리 선물 ETN(H),9320.0,상승  105,+1.14%,0.0,230.0,,,
1856.0,TRUSTON 주주가치액티브,11645.0,상승  85,+0.74%,0.0,3693.0,,,
1857.0,메리츠 KAP 레버리지 일본 엔화 ETN,18630.0,상승  195,+1.06%,0.0,46022.0,,,
1858.0,메리츠 KAP 인버스 2X 중국 위안화 ETN,18620.0,하락  180,-0.96%,0.0,3.0,,,
1859.0,HANARO K-뷰티,13260.0,상승  195,+1.49%,0.0,31893.0,,,
1860.0,히어로즈 미국달러SOFR금리액티브(합성),11445.0,상승  50,+0.44%,0.0,1260.0,,,
1861.0,신한 인버스 2X 미국달러 선물 ETN,4630.0,하락  45,-0.96%,0.0,4990.0,,,
1862.0,ARIRANG 미국테크10레버리지iSelect(합성),18490.0,하락  415,-2.20%,0.0,2428.0,,,
1863.0,대신 S&P 2X 천연가스 선물 ETN B,9225.0,하락  685,-6.91%,0.0,18972.0,,,
1864.0,삼성 인버스 구리 선물 ETN(H),9225.0,상승  60,+0.65%,0.0,836.0,,,
1865.0,KODEX 테슬라밸류체인FactSet,12285.0,상승  160,+1.32%,0.0,1610.0,,,
1866.0,KBSTAR 글로벌주식분산액티브,12275.0,상승  15,+0.12%,0.0,9212.0,,,
1867.0,VITA 밸류알파액티브,13150.0,보합0,0.00%,0.0,15363.0,,,
1868.0,KODEX 미국스마트모빌리티S&P,5740.0,상승  60,+1.06%,0.0,303.0,,,
1869.0,KoAct 테크핵심소재공급망액티브,9625.0,상승  45,+0.47%,0.0,200121.0,,,
1870.0,성신양회우,12380.0,상승  130,+1.06%,5000.0,1009.0,3.97,0.58,0.696
1871.0,삼성 코스피 양매도 5% OTM ETN,9105.0,상승  10,+0.11%,0.0,551.0,,,
1872.0,HANARO 탄소효율그린뉴딜,9100.0,상승  175,+1.96%,0.0,310.0,,,
1873.0,KBSTAR 미국S&P배당킹,10705.0,상승  130,+1.23%,0.0,8446.0,,,
1874.0,한화갤러리아우,3125.0,상승  35,+1.13%,500.0,2604.0,-22.64,0.74,0.888
1875.0,KCGI 미국S&P500 TOP10,10055.0,하락  130,-1.28%,0.0,6330.0,,,
1876.0,메리츠 레버리지 국채10년 ETN,9045.0,보합0,0.00%,0.0,2.0,,,
1877.0,KB 레버리지 콩 선물 ETN,18075.0,상승  275,+1.54%,0.0,173.0,,,
1878.0,KBSTAR 미국장기국채선물레버리지(합성 H),5805.0,상승  65,+1.13%,0.0,13736.0,,,
1879.0,히어로즈 국고채30년액티브,56125.0,상승  60,+0.11%,0.0,12.0,,,
1880.0,KBSTAR 유로스탁스50(H),13790.0,상승  60,+0.44%,0.0,524.0,,,
1881.0,TIMEFOLIO 이노베이션액티브,8145.0,보합0,0.00%,0.0,2019.0,,,
1882.0,KOSEF 차이나A50커넥트MSCI,8525.0,상승  40,+0.47%,0.0,201.0,,,
1883.0,SOL KEDI메가테크액티브,14895.0,하락  160,-1.06%,0.0,20949.0,,,
1884.0,TIMEFOLIO 글로벌우주테크&방산액티브,10505.0,상승  95,+0.91%,0.0,155303.0,,,
1885.0,에셋플러스 글로벌일등기업포커스10액티브,11085.0,상승  15,+0.14%,0.0,1433.0,,,
1886.0,ACE 미국하이일드액티브(H),9850.0,하락  30,-0.30%,0.0,35773.0,,,
1887.0,FOCUS ESG리더스,11080.0,상승  110,+1.00%,0.0,99.0,,,
1888.0,TIGER 미국달러선물레버리지,14725.0,상승  115,+0.79%,0.0,6636.0,,,
1889.0,KB S&P 유럽탄소배출권 선물 ETN(H),8830.0,상승  155,+1.79%,0.0,0.0,,,
1890.0,에셋플러스 코리아대장장이액티브,11030.0,상승  10,+0.09%,0.0,696.0,,,
1891.0,ACE 밸류대형,9800.0,상승  20,+0.20%,0.0,166.0,,,
1892.0,ACE 삼성그룹동일가중,17600.0,하락  40,-0.23%,0.0,701.0,,,
1893.0,대신 인버스 3X 국채30년 ETN,43985.0,보합0,0.00%,0.0,0.0,,,
1894.0,신한 인버스 달러인덱스 선물 ETN(H),8780.0,보합0,0.00%,0.0,0.0,,,
1895.0,KODEX 아시아AI반도체exChina액티브,19465.0,하락  155,-0.79%,0.0,3815.0,,,
1896.0,삼성 인버스 금 선물 ETN(H),8715.0,하락  80,-0.91%,0.0,12749.0,,,
1897.0,HANARO 글로벌반도체TOP10 SOLACTIVE,15820.0,하락  165,-1.03%,0.0,2414.0,,,
1898.0,한투 S&P 엔달러 선물 ETN(H),8700.0,하락  10,-0.11%,0.0,340.0,,,
1899.0,KOSEF 미국달러선물인버스,8530.0,하락  35,-0.41%,0.0,1216.0,,,
1900.0,KODEX iShares미국인플레이션국채액티브,10585.0,상승  75,+0.71%,0.0,7372.0,,,
1901.0,메리츠 인버스 2X 은 선물 ETN(H),8655.0,상승  185,+2.18%,0.0,11046.0,,,
1902.0,QV 인버스 레버리지 은 선물 ETN(H),8615.0,상승  330,+3.98%,0.0,428.0,,,
1903.0,TIGER S&P글로벌인프라(합성),13250.0,상승  210,+1.61%,0.0,352.0,,,
1904.0,TIMEFOLIO 탄소중립액티브,14310.0,상승  5,+0.03%,0.0,713.0,,,
1905.0,대덕1우,7070.0,상승  70,+1.00%,500.0,400.0,24.13,0.41,0.49199999999999994
1906.0,TIGER KRX300,17075.0,하락  25,-0.15%,0.0,222.0,,,
1907.0,ARIRANG 200선물레버리지,33960.0,하락  80,-0.24%,0.0,1327.0,,,
1908.0,한투 레버리지 일본 엔선물 ETN C,8490.0,상승  65,+0.77%,0.0,48469.0,,,
1909.0,KB 레버리지 밀 선물 ETN,16800.0,상승  185,+1.11%,0.0,2941.0,,,
1910.0,ACE 골드선물 레버리지(합성 H),20975.0,상승  260,+1.26%,0.0,3868.0,,,
1911.0,TIGER 이머징마켓MSCI레버리지(합성 H),7610.0,하락  105,-1.36%,0.0,448.0,,,
1912.0,삼성 인버스 코스닥 150 선물 ETN,8345.0,하락  90,-1.07%,0.0,799.0,,,
1913.0,TIGER 금은선물(H),11120.0,상승  80,+0.72%,0.0,2448.0,,,
1914.0,메리츠 인버스 3X 국채30년 ETN,41695.0,상승  145,+0.35%,0.0,1399.0,,,
1915.0,KOSEF 200선물레버리지,16670.0,하락  35,-0.21%,0.0,5931.0,,,
1916.0,KODEX KTOP30,16665.0,하락  25,-0.15%,0.0,174.0,,,
1917.0,노루홀딩스우,34050.0,상승  500,+1.49%,500.0,159.0,14.45,0.86,1.032
1918.0,ARIRANG KS모멘텀가중TR,15050.0,하락  15,-0.10%,0.0,22.0,,,
1919.0,ARIRANG KS로우사이즈가중TR,16550.0,상승  165,+1.01%,0.0,101.0,,,
1920.0,마이다스 KoreaStock중소형액티브,22060.0,상승  230,+1.05%,0.0,341.0,,,
1921.0,크라운제과우,10690.0,상승  150,+1.42%,200.0,585.0,5.94,0.66,0.792
1922.0,KODEX 모멘텀Plus,13780.0,상승  70,+0.51%,0.0,878.0,,,
1923.0,한투 인버스 유로스탁스50 ETN(H) C,8225.0,하락  70,-0.84%,0.0,207.0,,,
1924.0,TIGER 로우볼,12425.0,상승  85,+0.69%,0.0,36.0,,,
1925.0,KOSEF 코스닥글로벌,11715.0,상승  125,+1.08%,0.0,95.0,,,
1926.0,KODEX 혁신기술테마액티브,13655.0,상승  60,+0.44%,0.0,41.0,,,
1927.0,ARIRANG 미국달러SOFR금리액티브(합성),54470.0,상승  15,+0.03%,0.0,31.0,,,
1928.0,KODEX Fn K-뉴딜디지털플러스,7420.0,하락  10,-0.13%,0.0,636.0,,,
1929.0,KODEX 미국ETF산업Top10 Indxx,13595.0,상승  40,+0.30%,0.0,1120.0,,,
1930.0,ARIRANG KS밸류가중TR,16295.0,상승  115,+0.71%,0.0,1020.0,,,
1931.0,KBSTAR 차이나항셍테크,5615.0,상승  30,+0.54%,0.0,1690.0,,,
1932.0,KBSTAR 주식혼합,40680.0,하락  180,-0.44%,0.0,19.0,,,
1933.0,HANARO 미국S&P500,13505.0,하락  35,-0.26%,0.0,270.0,,,
1934.0,SK증권우,2070.0,보합0,0.00%,500.0,8210.0,414.0,1.36,1.6320000000000001
1935.0,키움 KPOP ETN,8025.0,상승  25,+0.31%,0.0,15066.0,,,
1936.0,TIGER 한중전기차(합성),8430.0,상승  10,+0.12%,0.0,10.0,,,
1937.0,TIGER 모멘텀,28585.0,하락  25,-0.09%,0.0,223.0,,,
1938.0,메리츠 국채30년 ETN,7970.0,하락  5,-0.06%,0.0,1158.0,,,
1939.0,KODEX MSCI밸류,11285.0,보합0,0.00%,0.0,890.0,,,
1940.0,QV iSelect 배터리 재활용 Top10 ETN,7895.0,상승  35,+0.45%,0.0,4.0,,,
1941.0,HANARO 글로벌워터MSCI(합성),13110.0,상승  110,+0.85%,0.0,778.0,,,
1942.0,BNK 미래전략기술액티브,10480.0,하락  10,-0.10%,0.0,14.0,,,
1943.0,KODEX 코스닥150롱코스피200숏선물,9815.0,상승  105,+1.08%,0.0,71.0,,,
1944.0,HANARO KAP초장기국고채,37720.0,상승  45,+0.12%,0.0,301.0,,,
1945.0,ARIRANG 태양광&ESS Fn,11200.0,하락  35,-0.31%,0.0,16757.0,,,
1946.0,메리츠 CSI 300 ETN,7840.0,보합0,0.00%,0.0,0.0,,,
1947.0,KODEX 한중반도체(합성),12910.0,보합0,0.00%,0.0,5.0,,,
1948.0,KODEX Fn멀티팩터,12865.0,보합0,0.00%,0.0,13.0,,,
1949.0,KODEX MSCI모멘텀,12865.0,하락  105,-0.81%,0.0,1031.0,,,
1950.0,SOL 미국테크TOP10인버스(합성),9640.0,상승  85,+0.89%,0.0,92.0,,,
