N,종목명,현재가,전일비,등락률,액면가,전일거래량,PER,PBR,PBR_weighted
845.0,신일전자,1696.0,상승  10,+0.59%,500.0,404883.0,94.22,1.49,1.788
846.0,조선선재,95800.0,상승  700,+0.74%,500.0,1499.0,9.85,0.64,0.768
847.0,SOL 25-09 회사채(AA-이상)액티브,52210.0,상승  10,+0.02%,0.0,2215.0,,,
848.0,TIGER 미국MSCI리츠(합성 H),11650.0,상승  175,+1.53%,0.0,16659.0,,,
849.0,KBSTAR 단기종합채권(AA-이상)액티브,108475.0,보합0,0.00%,0.0,349.0,,,
850.0,두올,3570.0,상승  60,+1.71%,2500.0,65056.0,5.54,0.5,0.6
851.0,세아특수강,13760.0,상승  30,+0.22%,5000.0,4622.0,382.22,0.36,0.432
852.0,현대약품,3645.0,하락  45,-1.22%,500.0,18422.0,24.46,1.15,1.38
853.0,HANARO 200TR,45610.0,보합0,0.00%,0.0,447.0,,,
854.0,청호ICT,2490.0,보합0,0.00%,500.0,0.0,-830.0,2.56,3.072
855.0,신세계건설,14950.0,상승  250,+1.70%,5000.0,1110412.0,-0.4,0.72,0.864
856.0,KBSTAR iSelect메타버스,6095.0,하락  15,-0.25%,0.0,64082.0,,,
857.0,삼영,3400.0,하락  25,-0.73%,500.0,5985580.0,6.28,1.67,2.004
858.0,KoAct 배당성장액티브,10040.0,상승  80,+0.80%,0.0,16499.0,,,
859.0,TIGER 화장품,3420.0,상승  90,+2.70%,0.0,3603451.0,,,
860.0,TIGER 배당프리미엄액티브,10805.0,보합0,0.00%,0.0,22279.0,,,
861.0,신한 레버리지 은 선물 ETN(H),11500.0,하락  250,-2.13%,0.0,68049.0,,,
862.0,한국내화,2795.0,상승  55,+2.01%,500.0,21419.0,-8.05,0.52,0.624
863.0,ACE 미국달러SOFR금리(합성),11050.0,상승  55,+0.50%,0.0,32464.0,,,
864.0,경동도시가스,19450.0,하락  30,-0.15%,2500.0,9102.0,3.7,0.27,0.324
865.0,한솔홀딩스,2725.0,보합0,0.00%,1000.0,80917.0,8.71,0.2,0.24
866.0,유니온머티리얼,2715.0,하락  25,-0.91%,500.0,243971.0,-5.18,1.92,2.304
867.0,인지컨트롤스,7200.0,보합0,0.00%,500.0,22795.0,7.14,0.51,0.612
868.0,TIGER 코스닥150,13705.0,상승  135,+0.99%,0.0,289350.0,,,
869.0,동일고무벨트,8180.0,하락  300,-3.54%,500.0,2046699.0,11.99,0.51,0.612
870.0,1Q 25-08 회사채(A+이상)액티브,104480.0,상승  10,+0.01%,0.0,70.0,,,
871.0,SOL 국고채10년,103855.0,하락  55,-0.05%,0.0,107.0,,,
872.0,황금에스티,6640.0,보합0,0.00%,500.0,28057.0,5.57,0.32,0.384
873.0,ACE 중국본토CSI300,24415.0,상승  185,+0.76%,0.0,1733.0,,,
874.0,동부건설,4910.0,하락  25,-0.51%,5000.0,10068.0,-4.3,0.21,0.252
875.0,동방,2340.0,상승  75,+3.31%,1000.0,409945.0,4.93,0.74,0.888
876.0,KOSEF 단기자금,102920.0,상승  5,0.00%,0.0,22366.0,,,
877.0,ACE 2월만기자동연장회사채AA-이상액티브,10160.0,보합0,0.00%,0.0,1904.0,,,
878.0,히어로즈 CD금리액티브(합성),103715.0,상승  5,0.00%,0.0,525.0,,,
879.0,인천도시가스,25500.0,상승  50,+0.20%,5000.0,1375.0,5.56,0.49,0.588
880.0,DRB동일,5550.0,상승  20,+0.36%,500.0,189406.0,9.13,0.28,0.336
881.0,TIGER 바이오TOP10,5930.0,하락  25,-0.42%,0.0,207941.0,,,
882.0,BNK 24-11 회사채(AA-이상)액티브,51500.0,상승  5,+0.01%,0.0,19.0,,,
883.0,한국특강,1803.0,상승  3,+0.17%,500.0,58162.0,4.65,0.49,0.588
884.0,HK 종합채권(AA-이상)액티브,103270.0,보합0,0.00%,0.0,0.0,,,
885.0,TIGER 차이나과창판STAR50(합성),5700.0,상승  20,+0.35%,0.0,29057.0,,,
886.0,삼익악기,1201.0,보합0,0.00%,500.0,17295.0,10.18,0.35,0.42
887.0,삼원강재,2710.0,상승  30,+1.12%,500.0,24366.0,6.42,0.44,0.528
888.0,TIGER Fn메타버스,6770.0,상승  5,+0.07%,0.0,61678.0,,,
889.0,KBSTAR 코스피,27290.0,상승  20,+0.07%,0.0,2210.0,,,
890.0,크라운제과,8520.0,상승  140,+1.67%,200.0,14893.0,4.73,0.52,0.624
891.0,한진중공업홀딩스,3600.0,상승  45,+1.27%,5000.0,12197.0,4.97,0.26,0.312
892.0,TIGER 코스피,27245.0,보합0,0.00%,0.0,7711.0,,,
893.0,신한 미국달러 SOFR금리 플러스 ETN,10570.0,상승  40,+0.38%,0.0,180.0,,,
894.0,신송홀딩스,8930.0,상승  280,+3.24%,500.0,232946.0,9.42,0.94,1.128
895.0,TIGER 27-04회사채(A+이상)액티브,50190.0,하락  5,-0.01%,0.0,25126.0,,,
896.0,HS애드,6340.0,상승  40,+0.63%,1000.0,22785.0,7.81,0.61,0.732
897.0,동일산업,43300.0,하락  100,-0.23%,5000.0,1147.0,-14.0,0.23,0.276
898.0,WOORI 25-09 회사채(AA-이상)액티브,52545.0,상승  10,+0.02%,0.0,930.0,,,
899.0,조흥,174000.0,하락  100,-0.06%,5000.0,250.0,13.74,0.71,0.852
900.0,팜스코,2840.0,보합0,0.00%,500.0,60855.0,-2.11,0.49,0.588
901.0,한국수출포장,2565.0,하락  5,-0.19%,500.0,30890.0,5.54,0.33,0.396
902.0,신한 KOFR금리 ETN,102220.0,보합0,0.00%,0.0,0.0,,,
903.0,ACE 미국WideMoat가치주,24345.0,상승  135,+0.56%,0.0,15750.0,,,
904.0,웅진,1270.0,상승  32,+2.58%,500.0,1568612.0,-9.14,1.58,1.896
905.0,텔코웨어,10460.0,하락  50,-0.48%,500.0,1160.0,20.8,0.54,0.648
906.0,방림,2390.0,상승  50,+2.14%,500.0,39158.0,-265.56,0.45,0.54
907.0,미래에셋 인버스 2X 코스닥150 선물 ETN,6740.0,하락  155,-2.25%,0.0,1162347.0,,,
908.0,KBSTAR 국고채3년선물인버스,109320.0,하락  20,-0.02%,0.0,4.0,,,
909.0,국제약품,4745.0,상승  35,+0.74%,1000.0,108588.0,-15.46,1.09,1.308
910.0,SK우,177000.0,"상한가  40,800",+29.96%,200.0,49008.0,-17.6,0.46,0.552
911.0,현대코퍼레이션홀딩스,10980.0,하락  50,-0.45%,5000.0,9052.0,3.46,0.35,0.42
912.0,삼성공조,12270.0,상승  910,+8.01%,500.0,14337828.0,7.49,0.35,0.42
913.0,두산퓨얼셀1우,7460.0,상승  230,+3.18%,100.0,35437.0,-57.38,1.19,1.428
914.0,광명전기,2300.0,하락  5,-0.22%,500.0,879791.0,10.27,0.81,0.972
915.0,KTis,2835.0,하락  10,-0.35%,500.0,76158.0,7.75,0.43,0.516
916.0,성안머티리얼스,1394.0,상승  29,+2.12%,500.0,1165499.0,-2.18,3.3,3.9599999999999995
917.0,KODEX 200IT TR,13075.0,하락  195,-1.47%,0.0,2678.0,,,
918.0,화성산업,9640.0,하락  30,-0.31%,5000.0,2784.0,4.61,0.23,0.276
919.0,화승코퍼레이션,1950.0,상승  3,+0.15%,500.0,54947.0,6.57,0.47,0.564
920.0,KIB플러그에너지,410.0,상승  32,+8.47%,500.0,5442764.0,10.0,0.75,0.8999999999999999
921.0,KBSTAR 코스닥150선물레버리지,11455.0,상승  235,+2.09%,0.0,16979.0,,,
922.0,KBSTAR 코스닥150,13255.0,상승  140,+1.07%,0.0,28322.0,,,
923.0,코스맥스비티아이,10030.0,상승  40,+0.40%,500.0,4769.0,8.54,0.42,0.504
924.0,한투 나스닥 100 ETN,19255.0,하락  95,-0.49%,0.0,2.0,,,
925.0,팜젠사이언스,5290.0,상승  60,+1.15%,500.0,49280.0,14.38,0.41,0.49199999999999994
926.0,세이브존I&C,2320.0,하락  20,-0.85%,1000.0,34684.0,7.25,0.18,0.216
927.0,TIGER 미국다우존스30,26000.0,상승  150,+0.58%,0.0,17381.0,,,
928.0,태양금속,2590.0,상승  205,+8.60%,500.0,226734.0,26.98,0.91,1.092
929.0,TIGER 미국테크TOP10 INDXX(H),12415.0,하락  130,-1.04%,0.0,247062.0,,,
930.0,아센디오,917.0,하락  22,-2.34%,500.0,743253.0,-3.67,3.71,4.452
931.0,TIGER 소프트웨어,7880.0,하락  40,-0.51%,0.0,99369.0,,,
932.0,KBSTAR 2차전지TOP10인버스(합성),28375.0,하락  110,-0.39%,0.0,509292.0,,,
933.0,미래에셋 -0.5X S&P500 VIX S/T선물 ETN(H),37640.0,상승  190,+0.51%,0.0,3938.0,,,
934.0,인바이오젠,9340.0,보합0,0.00%,500.0,0.0,8.07,0.59,0.708
935.0,메리츠 3X 레버리지 국채30년 ETN,46885.0,하락  620,-1.31%,0.0,16208.0,,,
936.0,TP,1827.0,상승  120,+7.03%,500.0,193261.0,10.32,0.42,0.504
937.0,크라운해태홀딩스,6290.0,상승  160,+2.61%,500.0,13432.0,4.16,0.29,0.348
938.0,휴니드,6590.0,보합0,0.00%,5000.0,191328.0,4.61,0.53,0.636
939.0,KODEX 차이나CSI300,11000.0,상승  40,+0.36%,0.0,39012.0,,,
940.0,일동홀딩스,7990.0,하락  130,-1.60%,1000.0,22089.0,-1.73,2.91,3.492
941.0,에이플러스에셋,4065.0,하락  20,-0.49%,500.0,27015.0,7.38,0.61,0.732
942.0,한투 S&P500 선물 ETN,18375.0,상승  45,+0.25%,0.0,2.0,,,
943.0,히어로즈 단기채권ESG액티브,107000.0,상승  20,+0.02%,0.0,43.0,,,
944.0,깨끗한나라,2430.0,상승  70,+2.97%,1000.0,732720.0,-4.31,0.44,0.528
945.0,SK이노베이션우,72200.0,하락  700,-0.96%,5000.0,1612.0,22.6,0.31,0.372
946.0,무림페이퍼,2165.0,상승  10,+0.46%,2500.0,130706.0,8.56,0.21,0.252
947.0,태영건설,2310.0,보합0,0.00%,500.0,0.0,-0.06,-0.16,-0.192
948.0,TIGER 200선물인버스2X,2300.0,상승  5,+0.22%,0.0,5532632.0,,,
949.0,HANARO CAPEX설비투자iSelect,16015.0,상승  165,+1.04%,0.0,484750.0,,,
950.0,ACE 25-06 회사채(AA-이상)액티브,10500.0,보합0,0.00%,0.0,9831.0,,,
951.0,TIGER 200 중공업,4475.0,상승  10,+0.22%,0.0,753640.0,,,
952.0,사조오양,9350.0,상승  290,+3.20%,5000.0,30832.0,4.12,0.39,0.46799999999999997
953.0,TIGER 미국투자등급회사채액티브(H),48610.0,상승  250,+0.52%,0.0,2573.0,,,
954.0,KODEX Fn성장,14665.0,하락  135,-0.91%,0.0,16.0,,,
955.0,KODEX 삼성그룹밸류,8600.0,하락  45,-0.52%,0.0,35837.0,,,
956.0,에스메디,614.0,상승  22,+3.72%,500.0,296672.0,307.0,0.79,0.948
957.0,삼호개발,3500.0,상승  15,+0.43%,500.0,6767.0,4.2,0.34,0.40800000000000003
958.0,대현,1975.0,상승  5,+0.25%,500.0,72431.0,4.01,0.34,0.40800000000000003
959.0,SOL 미국S&P500,15060.0,상승  45,+0.30%,0.0,43958.0,,,
960.0,기신정기,2975.0,상승  15,+0.51%,500.0,4822.0,47.98,0.35,0.42
961.0,TIGER 차이나CSI300레버리지(합성),15425.0,상승  140,+0.92%,0.0,43317.0,,,
962.0,동방아그로,6290.0,보합0,0.00%,500.0,7787.0,7.72,0.46,0.552
963.0,제일연마,8550.0,하락  10,-0.12%,500.0,776.0,7.72,0.61,0.732
964.0,대구백화점,7900.0,상승  100,+1.28%,5000.0,25435.0,-2.84,0.34,0.40800000000000003
965.0,유유제약,5000.0,상승  90,+1.83%,1000.0,89335.0,-46.73,0.8,0.96
966.0,지엠비코리아,4430.0,상승  10,+0.23%,500.0,10356.0,6.5,0.32,0.384
967.0,TIGER 200선물레버리지,14080.0,하락  25,-0.18%,0.0,149810.0,,,
968.0,인팩,8370.0,보합0,0.00%,500.0,13241.0,8.94,0.68,0.8160000000000001
969.0,조광페인트,6520.0,하락  30,-0.46%,500.0,24720.0,7.93,0.37,0.444
970.0,아모레G우,12930.0,상승  170,+1.33%,500.0,37006.0,11.51,0.35,0.42
971.0,동원금속,1780.0,하락  17,-0.95%,500.0,211886.0,3.11,0.8,0.96
972.0,상신브레이크,3870.0,상승  30,+0.78%,500.0,74141.0,4.74,0.36,0.432
973.0,신영와코루,9210.0,하락  40,-0.43%,500.0,1083.0,16.9,0.23,0.276
974.0,진양산업,6370.0,상승  30,+0.47%,500.0,29049.0,8.96,1.47,1.764
975.0,동양철관,696.0,상승  3,+0.43%,500.0,169093.0,46.4,0.94,1.128
976.0,KBSTAR 미국반도체NYSE(H),15150.0,상승  25,+0.17%,0.0,1600599.0,,,
977.0,세원정공,8250.0,상승  10,+0.12%,500.0,12082.0,2.73,0.14,0.168
978.0,유니온,5240.0,상승  20,+0.38%,500.0,69624.0,-7.99,0.68,0.8160000000000001
979.0,SG글로벌,1811.0,상승  40,+2.26%,500.0,116658.0,3.72,0.56,0.672
980.0,SG세계물산,402.0,상승  6,+1.52%,500.0,299564.0,-50.25,0.33,0.396
981.0,KBSTAR 200위클리커버드콜,10090.0,상승  30,+0.30%,0.0,929102.0,,,
982.0,신한 레버리지 코스닥 150 선물 ETN,32480.0,하락  625,-1.89%,0.0,7.0,,,
983.0,CS홀딩스,69800.0,상승  800,+1.16%,5000.0,631.0,4.51,0.26,0.312
984.0,NH프라임리츠,4315.0,하락  30,-0.69%,500.0,64275.0,5.32,0.78,0.9359999999999999
985.0,고려산업,3220.0,상승  50,+1.58%,1000.0,112488.0,27.29,0.74,0.888
986.0,KODEX 은선물(H),5735.0,하락  70,-1.21%,0.0,417741.0,,,
987.0,화천기계,3640.0,하락  30,-0.82%,500.0,321540.0,35.69,0.58,0.696
988.0,TIGER 미국나스닥100TR채권혼합Fn,11950.0,하락  10,-0.08%,0.0,41207.0,,,
989.0,콤텍시스템,660.0,상승  3,+0.46%,500.0,334422.0,8.35,0.5,0.6
990.0,에이프로젠바이오로직스,1198.0,상승  11,+0.93%,500.0,162154.0,-0.81,0.28,0.336
991.0,TIGER 미디어컨텐츠,5480.0,상승  5,+0.09%,0.0,129484.0,,,
992.0,씨티알모빌리티,9200.0,상승  50,+0.55%,500.0,6896.0,-4.88,0.95,1.14
993.0,KODEX 미국종합채권ESG액티브(H),98720.0,상승  315,+0.32%,0.0,914.0,,,
994.0,영풍제지,1700.0,하락  1,-0.06%,500.0,464161.0,-9.66,0.65,0.78
995.0,미래에셋맵스리츠,3155.0,상승  5,+0.16%,1000.0,123211.0,9.36,0.77,0.9239999999999999
996.0,일신석재,1018.0,하락  4,-0.39%,500.0,101611.0,-127.25,1.42,1.704
997.0,한신공영,6800.0,상승  80,+1.19%,5000.0,29482.0,2.41,0.1,0.12
998.0,플레이그램,619.0,하락  1,-0.16%,100.0,468650.0,-2.3,1.49,1.788
999.0,KC코트렐,1228.0,하락  48,-3.76%,500.0,1187898.0,-1.38,1.29,1.548
1000.0,KODEX 차이나H레버리지(H),1708.0,상승  30,+1.79%,0.0,851746.0,,,
1001.0,한솔로지스틱스,2765.0,상승  15,+0.55%,500.0,237039.0,4.03,0.63,0.756
1002.0,두산2우B,86700.0,"상승  1,600",+1.88%,5000.0,814.0,-5.39,0.96,1.152
1003.0,STX그린로지스,10750.0,"상승  1,730",+19.18%,2500.0,3665310.0,17.92,2.24,2.688
1004.0,마스턴프리미어리츠,2895.0,상승  15,+0.52%,1000.0,33038.0,-11.01,0.64,0.768
1005.0,일성건설,1411.0,상승  9,+0.64%,500.0,123366.0,17.86,0.61,0.732
1006.0,마이티 26-09 특수채(AAA)액티브,104360.0,하락  5,0.00%,0.0,202.0,,,
1007.0,마니커,1198.0,상승  22,+1.87%,500.0,240284.0,29.95,1.72,2.064
1008.0,WOORI 반도체밸류체인액티브,11185.0,하락  160,-1.41%,0.0,7215.0,,,
1009.0,KODEX 200미국채혼합,12830.0,상승  70,+0.55%,0.0,13658.0,,,
1010.0,HL D&I,2005.0,상승  8,+0.40%,5000.0,17010.0,2.55,0.2,0.24
1011.0,KBSTAR 미국단기투자등급회사채액티브,11150.0,상승  50,+0.45%,0.0,8733.0,,,
1012.0,엔케이,945.0,하락  1,-0.11%,500.0,120027.0,1.27,0.42,0.504
1013.0,QV 레버리지 S&P500 ETN,37580.0,하락  190,-0.50%,0.0,2.0,,,
1014.0,신한 WTI원유 선물 ETN(H),7505.0,하락  115,-1.51%,0.0,363.0,,,
1015.0,사조씨푸드,4335.0,상승  30,+0.70%,1000.0,179740.0,-4.03,0.33,0.396
1016.0,남양유업우,371500.0,"하락  7,000",-1.85%,5000.0,218.0,-5.92,0.49,0.588
1017.0,새론오토모티브,3820.0,상승  70,+1.87%,500.0,4794.0,14.86,0.31,0.372
1018.0,대양금속,1850.0,하락  19,-1.02%,500.0,414162.0,-2.74,0.97,1.164
1019.0,KBSTAR 25-11 회사채(AA-이상)액티브,52490.0,보합0,0.00%,0.0,6044.0,,,
1020.0,HANARO 종합채권(AA-이상)액티브,106585.0,상승  160,+0.15%,0.0,895.0,,,
1021.0,ACE 미국30년국채엔화노출액티브(H),9105.0,상승  80,+0.89%,0.0,101146.0,,,
1022.0,대림B&Co,4360.0,하락  30,-0.68%,1000.0,14531.0,-46.38,0.47,0.564
1023.0,KODEX Fn Top10동일가중,7545.0,하락  45,-0.59%,0.0,2479.0,,,
1024.0,ACE 미국30년국채선물레버리지(합성 H),6115.0,상승  65,+1.07%,0.0,199040.0,,,
1025.0,TIGER 글로벌AI&로보틱스 INDXX,12025.0,하락  30,-0.25%,0.0,149590.0,,,
1026.0,유한양행우,60900.0,하락  300,-0.49%,1000.0,1671.0,39.16,2.25,2.6999999999999997
1027.0,화승알앤에이,3785.0,상승  45,+1.20%,500.0,85346.0,2.73,0.6,0.72
1028.0,삼화왕관,33300.0,하락  250,-0.75%,5000.0,732.0,-11.86,0.57,0.6839999999999999
1029.0,TIGER 현대차그룹+펀더멘털,27770.0,하락  90,-0.32%,0.0,14516.0,,,
1030.0,호전실업,7320.0,상승  150,+2.09%,500.0,13523.0,5.42,0.42,0.504
1031.0,TIGER 일본반도체FACTSET,14920.0,상승  195,+1.32%,0.0,89162.0,,,
1032.0,상상인증권,654.0,하락  5,-0.76%,1000.0,32593.0,163.5,0.3,0.36
1033.0,영보화학,3540.0,상승  50,+1.43%,500.0,37186.0,6.19,0.41,0.49199999999999994
1034.0,대호에이엘,1048.0,상승  6,+0.58%,500.0,332747.0,12.48,0.75,0.8999999999999999
1035.0,쌍방울,269.0,보합0,0.00%,500.0,0.0,-2.15,0.69,0.828
1036.0,ARIRANG 신흥국MSCI(합성 H),9510.0,하락  75,-0.78%,0.0,17506.0,,,
1037.0,하이스틸,3490.0,하락  40,-1.13%,500.0,352083.0,54.53,0.47,0.564
1038.0,명문제약,2075.0,상승  25,+1.22%,500.0,21180.0,-11.16,0.85,1.02
1039.0,KBSTAR 중국본토대형주CSI100,16315.0,상승  145,+0.90%,0.0,3475.0,,,
1040.0,하나 Solactive 2X US Tech Top 10 ETN(H),69975.0,보합0,0.00%,0.0,0.0,,,
1041.0,KBSTAR 대형고배당10TR,20170.0,하락  160,-0.79%,0.0,5175.0,,,
1042.0,KODEX 아시아달러채권ESG플러스액티브,55930.0,상승  330,+0.59%,0.0,10.0,,,
1043.0,TIGER 국채3년,106685.0,상승  55,+0.05%,0.0,642.0,,,
1044.0,TIGER 글로벌온디바이스AI,10235.0,하락  115,-1.11%,0.0,392366.0,,,
1045.0,써니전자,1879.0,상승  19,+1.02%,500.0,376079.0,19.17,0.85,1.02
1046.0,서울식품,183.0,하락  7,-3.68%,100.0,8383174.0,-91.5,2.66,3.192
1047.0,대신 인버스 천연가스 선물 ETN(H),8550.0,상승  305,+3.70%,0.0,24014.0,,,
1048.0,유성기업,2630.0,상승  5,+0.19%,500.0,12156.0,8.02,0.22,0.264
1049.0,서원,1435.0,하락  3,-0.21%,500.0,1090682.0,2.98,0.56,0.672
1050.0,인터지스,2290.0,상승  30,+1.33%,500.0,28263.0,7.92,0.25,0.3
1051.0,케이비아이동국실업,611.0,상승  11,+1.83%,500.0,292574.0,4.97,0.34,0.40800000000000003
1052.0,보락,1131.0,하락  4,-0.35%,200.0,88862.0,66.53,1.39,1.668
1053.0,ACE 미국S&P500채권혼합액티브,11675.0,상승  45,+0.39%,0.0,75260.0,,,
1054.0,신한 인버스 2X 코스닥 150 선물 ETN,6770.0,하락  145,-2.10%,0.0,61375.0,,,
1055.0,혜인,5320.0,하락  60,-1.12%,500.0,63417.0,6.5,0.49,0.588
1056.0,SH에너지화학,608.0,하락  2,-0.33%,500.0,429037.0,-14.14,0.76,0.9119999999999999
1057.0,DSR,4215.0,보합0,0.00%,500.0,15105.0,3.87,0.31,0.372
1058.0,까뮤이앤씨,1490.0,상승  37,+2.55%,500.0,99147.0,-32.39,0.82,0.9839999999999999
1059.0,미래에셋 레버리지 코스닥150 선물 ETN,33515.0,상승  645,+1.96%,0.0,478.0,,,
1060.0,ACE G2전기차&자율주행액티브,8530.0,상승  110,+1.31%,0.0,63562.0,,,
1061.0,보해양조,481.0,하락  1,-0.21%,500.0,347179.0,-26.72,0.82,0.9839999999999999
1062.0,일진디스플,1297.0,하락  41,-3.06%,500.0,3913485.0,-12.12,2.17,2.6039999999999996
1063.0,KBSTAR Fn5G테크,12360.0,하락  75,-0.60%,0.0,37566.0,,,
1064.0,금비,66600.0,하락  300,-0.45%,5000.0,11125.0,-15.8,0.69,0.828
1065.0,KB 인버스 천연가스 선물 ETN,14775.0,상승  625,+4.42%,0.0,29042.0,,,
1066.0,화천기공,30200.0,상승  100,+0.33%,5000.0,2309.0,9.0,0.19,0.22799999999999998
1067.0,UNICORN 생성형AI강소기업액티브,9695.0,하락  125,-1.27%,0.0,5908.0,,,
1068.0,GS우,37150.0,상승  100,+0.27%,5000.0,1161.0,2.78,0.26,0.312
1069.0,KODEX 헬스케어,13755.0,상승  20,+0.15%,0.0,37628.0,,,
1070.0,하나 블룸버그 -2X 천연가스 선물 ETN(H),66020.0,"상승  4,950",+8.11%,0.0,57.0,,,
1071.0,KB Wise 분할매매 ETN,10990.0,보합0,0.00%,0.0,0.0,,,
1072.0,TIMEFOLIO 미국나스닥100액티브,20200.0,하락  180,-0.88%,0.0,122247.0,,,
1073.0,TIGER 미국나스닥100레버리지(합성),19085.0,하락  75,-0.39%,0.0,31072.0,,,
1074.0,메리츠 블룸버그 -2X 천연가스 선물 ETN(H),65765.0,"상승  5,115",+8.43%,0.0,3461.0,,,
1075.0,다스코,3390.0,하락  10,-0.29%,500.0,44389.0,8.01,0.43,0.516
1076.0,평화산업,1197.0,상승  6,+0.50%,500.0,242715.0,12.6,1.48,1.776
1077.0,삼화전자,3880.0,상승  15,+0.39%,1000.0,119021.0,-7.64,3.02,3.6239999999999997
1078.0,동양피스톤,4975.0,상승  195,+4.08%,500.0,4905.0,7.57,0.5,0.6
1079.0,남성,1807.0,상승  4,+0.22%,500.0,54637.0,-6.98,0.53,0.636
1080.0,미래에셋 -1.5X 천연가스 선물 ETN,26150.0,"상승  1,630",+6.65%,0.0,14.0,,,
1081.0,KODEX TDF2050액티브,12950.0,상승  80,+0.62%,0.0,34201.0,,,
1082.0,히어로즈 26-09 회사채(AA-이상)액티브,52070.0,상승  5,+0.01%,0.0,87577.0,,,
1083.0,KODEX 미국배당프리미엄액티브,10940.0,상승  125,+1.16%,0.0,180864.0,,,
1084.0,비상교육,4960.0,하락  70,-1.39%,500.0,46838.0,-42.39,0.33,0.396
1085.0,천일고속,45100.0,상승  150,+0.33%,5000.0,52.0,-12.28,3.78,4.536
1086.0,조비,12410.0,상승  50,+0.40%,5000.0,18676.0,-10.38,1.21,1.452
1087.0,삼정펄프,25750.0,상승  150,+0.59%,5000.0,3038.0,2.42,0.27,0.324
1088.0,한화솔루션우,24950.0,하락  450,-1.77%,5000.0,104198.0,-5.56,0.57,0.6839999999999999
1089.0,ARIRANG 미국S&P500(H),21325.0,하락  40,-0.19%,0.0,6087.0,,,
1090.0,씨아이테크,1276.0,상승  85,+7.14%,500.0,402099.0,-10.21,1.19,1.428
1091.0,한일철강,2390.0,상승  15,+0.63%,500.0,4820.0,-18.97,0.35,0.42
1092.0,KODEX WTI원유선물(H),15095.0,하락  230,-1.50%,0.0,27999.0,,,
1093.0,대신 S&P 인버스 2X 천연가스 선물 ETN,63345.0,"상승  5,075",+8.71%,0.0,7353.0,,,
1094.0,TIGER 미국S&P500+10%프리미엄초단기옵션,10040.0,상승  20,+0.20%,0.0,480415.0,,,
1095.0,진양폴리,6320.0,하락  40,-0.63%,500.0,23540.0,16.12,2.02,2.424
1096.0,티에이치엔,3510.0,상승  15,+0.43%,500.0,51498.0,2.07,0.52,0.624
1097.0,KB 레버리지 나스닥 100 ETN,21050.0,하락  210,-0.99%,0.0,1113.0,,,
1098.0,부국증권우,21050.0,상승  50,+0.24%,5000.0,131.0,4.91,0.25,0.3
1099.0,코오롱인더우,22800.0,상승  200,+0.88%,5000.0,6299.0,19.47,0.24,0.288
1100.0,메리츠 KAP 통안채 3개월 ETN,51865.0,보합0,0.00%,0.0,100002.0,,,
1101.0,대원화성,1508.0,하락  38,-2.46%,500.0,61752.0,-5.15,1.2,1.44
1102.0,대우부품,1258.0,상승  4,+0.32%,500.0,82745.0,-46.59,2.28,2.7359999999999998
1103.0,오리엔트바이오,523.0,상승  4,+0.77%,500.0,85801.0,26.15,0.84,1.008
1104.0,한솔홈데코,769.0,하락  2,-0.26%,1000.0,211902.0,-4.66,0.45,0.54
1105.0,남광토건,6300.0,하락  50,-0.79%,5000.0,2959.0,9.4,0.53,0.636
1106.0,미래산업,2030.0,하락  35,-1.69%,500.0,199937.0,-2.15,0.8,0.96
1107.0,우성,19900.0,하락  10,-0.05%,5000.0,5998.0,6.02,0.28,0.336
1108.0,키움 미국달러선물 ETN,12160.0,보합0,0.00%,0.0,0.0,,,
1109.0,KBSTAR 중기우량회사채,105210.0,상승  10,+0.01%,0.0,513.0,,,
1110.0,TIGER 미국S&P500레버리지(합성 H),37460.0,하락  115,-0.31%,0.0,10460.0,,,
1111.0,TIGER 경기방어,9100.0,상승  50,+0.55%,0.0,10419.0,,,
1112.0,부국철강,3020.0,하락  10,-0.33%,500.0,82718.0,21.42,0.46,0.552
1113.0,한세엠케이,2005.0,상승  5,+0.25%,500.0,20073.0,-10.78,0.64,0.768
1114.0,SJM홀딩스,4025.0,상승  100,+2.55%,500.0,174467.0,6.94,0.35,0.42
1115.0,DSR제강,4170.0,상승  10,+0.24%,500.0,10017.0,4.78,0.3,0.36
1116.0,TIGER 인도니프티50레버리지(합성),39355.0,상승  235,+0.60%,0.0,17029.0,,,
1117.0,IHQ,10760.0,보합0,0.00%,500.0,0.0,1.71,0.6,0.72
1118.0,미래에셋 레버리지 코스피200 선물 ETN,29805.0,하락  45,-0.15%,0.0,5746.0,,,
1119.0,성보화학,2975.0,하락  5,-0.17%,500.0,26682.0,82.64,0.43,0.516
1120.0,이건산업,5420.0,보합0,0.00%,5000.0,15806.0,-8.14,0.29,0.348
1121.0,핸즈코퍼레이션,2710.0,보합0,0.00%,500.0,23025.0,-1.08,0.23,0.276
1122.0,TIGER 미국테크TOP10채권혼합,11395.0,상승  15,+0.13%,0.0,59850.0,,,
1123.0,SK케미칼우,27850.0,"상승  1,450",+5.49%,5000.0,1845.0,26.83,0.25,0.3
1124.0,KODEX 미국달러선물,13235.0,상승  55,+0.42%,0.0,30666.0,,,
1125.0,대유에이텍,1258.0,상승  35,+2.86%,500.0,60073.0,-0.61,1.3,1.56
1126.0,한국종합기술,5370.0,하락  10,-0.19%,500.0,33948.0,4.51,0.36,0.432
